"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACR","AGS","BATH","BDSP","BLD","BUS","CONP","ELEP","FS","FULP","GASP","HFL","INSP","MHP","MRGI","MRGP","MRGT","MRGX","REFR","RMSP","RNTM","RNTP","RWAT","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FINCP","FPARC","GRNTP","GRPIP","HHL","HHT","HINCP","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","NR","NRC","OCPIP","PARTNER","PLM","PSF","R18","R60","R65","RESMODE","SMOCP","SMX","SRNT","SVAL","TAXP","WIF","WKEXREL","WORKSTAT","BTUNG"
25971,"H",5,1201,3,13,1000000,999480,99,1,1,0,0,1,1,9,0,0,1,1,2,3,3,0,0,0,0,0,0,1,3,2,190,1,1,0,1,1,3,1,0,0,0,1,6,0,0,0,190,29,1,4,7800,0,4,4,4,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26068,"H",5,300,3,13,1000000,999480,94,4,1,2,1,1,2,2,2,0,160,1,2,3,2,0,0,0,0,0,0,1,3,0,0,1,1,0,1,1,4,1,0,0,1,2,7,5,7200,2,0,0,1,2,13800,0,3,3,3,1,1,1,1,2,3,0,1,2,0,2,1,0,1,0,0,1,0,0,1,0,0,1,11,10,0
26252,"H",5,3500,3,13,1000000,999480,69,2,1,1,0,1,4,2,2,0,90,2,2,3,3,780,0,1,1200,1,1,1,8,0,0,1,1,0,1,1,1,1,0,169000,2,50,10,4,21900,4,0,0,1,1,21900,0,4,4,4,1,1,1,3,0,2,0,0,0,71,0,1,0,0,1,1,1,1294,3,0,1,19,0,9,9,0
26256,"H",5,1102,3,13,1000000,999480,39,1,1,0,0,1,2,9,0,0,2,2,1,1,1,0,0,0,0,0,0,1,4,1,2900,1,1,0,1,1,3,1,0,0,1,1,6,0,0,0,2900,77,1,6,45000,0,4,4,4,1,1,1,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
26261,"H",5,1504,3,13,1000000,999480,71,2,1,1,0,1,4,2,2,0,60,2,2,210,1,650,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,335000,2,800,7,4,172500,4,0,0,1,1,172500,0,4,4,4,1,1,1,5,0,2,0,0,0,3,0,1,0,0,2,2,1,467,0,0,1,20,1,6,9,157440
26408,"H",5,3100,3,13,1000000,999480,134,2,1,3,1,1,3,2,2,0,200,2,2,3,2,1800,0,0,0,0,3,1,9,0,0,1,1,0,1,1,2,1,0,1e+06,4,430,6,2,133200,4,0,0,1,1,133200,0,4,4,4,1,1,1,6,0,2,0,0,0,6,0,1,0,0,2,2,2,636,0,0,0,42,1,8,3,0
26525,"H",5,4200,3,13,1000000,999480,57,1,1,1,0,1,3,2,2,0,100,2,2,100,3,0,0,0,0,0,0,1,7,0,0,1,1,0,1,1,4,1,0,0,0,2,4,0,0,0,0,0,1,6,18500,0,4,4,4,1,1,1,7,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,119413
26624,"H",5,1800,3,13,1000000,999480,84,2,1,1,0,1,4,2,2,0,50,2,2,110,1,0,0,0,0,0,0,1,8,2,1000,1,1,0,1,1,3,1,0,0,2,860,8,1,57000,4,1232,26,3,1,57000,0,4,4,4,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,1,77695
26645,"H",5,1504,3,13,1000000,999480,87,1,1,0,0,1,2,8,0,0,1,2,2,1,1,0,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,225000,1,1,10,0,0,0,0,0,1,4,53300,0,4,4,4,1,1,1,3,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
26669,"H",5,1103,3,13,1000000,999480,107,4,1,1,0,1,5,2,2,0,190,2,2,30,3,900,0,2,1400,2,1,1,9,0,0,1,1,500,1,1,1,1,0,650000,2,1500,1,1,187100,2,0,0,1,1,187100,0,2,2,2,1,1,1,5,2,4,0,0,2,19,0,1,0,1,0,0,1,2887,2,0,1,64,2,4,1,10045
26701,"H",5,1800,3,13,1000000,999480,86,2,1,2,1,1,3,2,2,0,270,2,2,170,1,760,0,2,760,2,1,1,10,0,0,1,1,240,1,1,1,1,0,120000,2,320,5,1,74300,4,0,0,1,1,74300,0,4,4,4,1,1,1,3,0,2,0,0,0,26,0,1,0,0,0,0,1,1637,1,0,1,24,2,1,1,122488
26744,"H",5,4300,3,13,1000000,999480,68,1,1,1,0,1,2,2,2,0,90,2,2,60,3,450,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,37000,1,2,3,0,0,0,0,0,1,6,27300,0,4,4,4,1,1,1,7,0,0,0,0,0,8,0,1,0,0,1,1,1,192,0,0,1,3,0,0,0,48790
26812,"H",5,1600,3,13,1000000,999480,439,5,1,2,1,1,4,2,2,0,220,2,2,3,3,300,0,1,1400,1,1,1,8,0,0,1,1,0,1,1,1,1,0,167000,1,540,8,1,34200,3,0,0,1,1,34200,0,3,3,3,1,1,1,4,3,5,0,0,3,58,0,1,0,1,0,0,2,1665,3,0,1,28,2,4,1,0
26827,"H",5,3000,3,13,1000000,999480,92,4,1,1,0,1,3,2,2,0,150,2,2,70,1,0,0,0,0,0,0,1,5,2,800,1,1,0,1,1,3,1,0,0,2,400,4,1,41000,3,1053,31,1,1,41000,0,3,3,3,1,1,1,2,2,4,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,2,2,1,41615
26875,"H",5,500,3,13,1000000,999480,94,2,1,1,0,1,3,2,2,0,130,2,2,3,3,1300,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,130000,2,380,7,0,0,0,0,0,2,7,36600,0,4,4,4,1,1,1,5,0,0,0,1,0,13,4,1,0,0,1,1,2,395,0,0,1,27,0,0,0,0
26974,"H",5,3800,3,13,1000000,999480,64,1,1,1,0,1,3,2,2,0,50,2,2,3,3,410,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,70000,2,600,6,0,0,0,0,0,1,6,9350,0,4,4,4,1,1,1,3,0,0,0,0,0,23,0,1,0,0,1,1,1,179,0,0,1,12,0,0,0,0
27031,"H",5,2000,3,13,1000000,999480,81,2,1,2,1,1,3,2,2,0,160,2,2,2,1,1000,0,1,1400,1,1,1,7,0,0,1,1,150,1,1,1,1,0,230000,2,260,7,1,122500,4,0,0,1,1,122500,0,4,4,4,1,1,1,4,0,2,0,0,0,17,0,1,0,0,0,0,1,1732,2,0,1,26,2,1,1,0
27037,"H",5,2300,3,13,1000000,999480,67,1,1,0,0,1,1,9,0,0,1,2,2,3,3,0,0,0,0,0,0,1,3,1,650,1,1,0,1,1,3,1,0,0,0,1,5,0,0,0,650,48,1,6,16100,0,4,4,4,1,1,1,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
27098,"H",5,1105,3,13,1000000,999480,86,2,1,0,0,1,3,9,0,0,70,2,2,140,1,0,0,0,0,0,0,1,5,2,740,1,1,0,1,2,3,1,0,0,0,1,6,7,17700,2,950,64,1,3,17700,0,2,2,2,1,1,1,2,1,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,14,13,81795
27163,"H",5,1800,3,13,1000000,999480,162,1,1,1,0,1,3,2,2,0,150,2,2,100,1,700,0,2,1200,1,1,1,6,0,0,1,1,200,1,1,1,1,0,221000,1,70,9,0,0,0,0,0,1,4,130000,0,4,4,4,1,1,1,3,0,0,0,0,0,16,0,1,0,0,0,0,2,1714,1,0,1,37,0,0,0,51558
27303,"H",5,2800,3,13,1000000,999480,78,4,1,2,1,1,4,2,2,0,180,2,2,3,3,1700,0,2,1400,2,1,1,10,0,0,1,1,0,1,1,1,1,0,350000,3,480,8,1,176040,2,0,0,1,1,176040,0,2,2,2,1,1,1,4,2,4,0,0,2,14,0,1,0,1,0,0,1,2037,3,0,1,45,2,1,1,0
27341,"H",5,2100,3,13,1000000,999480,72,3,1,3,1,1,3,2,2,0,190,2,2,3,3,830,0,0,0,0,3,1,8,0,0,1,1,0,1,1,2,1,0,250000,3,340,3,4,56500,4,0,0,1,1,56500,0,4,4,4,1,1,1,7,0,3,0,0,0,7,0,1,0,0,2,2,1,314,0,0,0,8,1,9,9,0
27423,"H",5,4300,3,13,1000000,999480,237,4,1,1,0,1,3,2,2,0,200,1,2,3,3,0,0,0,0,0,0,1,5,2,570,1,1,0,1,1,3,1,0,0,1,940,6,7,18700,3,848,54,1,3,18700,0,3,3,3,1,1,1,4,3,4,0,0,3,0,0,1,0,1,0,0,2,0,0,1,0,0,1,13,13,0
27462,"H",5,800,3,13,1000000,999480,67,5,1,1,0,1,7,2,2,0,300,2,2,150,1,750,0,2,1700,2,1,1,14,0,0,1,1,0,1,1,1,1,0,550000,3,20,8,1,168250,2,0,0,1,1,168250,0,2,2,2,1,1,1,3,3,5,0,0,3,18,0,1,0,1,0,0,1,2548,3,0,1,52,3,2,1,70520
27547,"H",5,2800,3,13,1000000,999480,168,3,1,1,0,1,3,1,2,0,220,1,2,3,3,0,0,0,0,0,0,1,7,2,580,1,1,0,1,1,3,1,0,0,4,20,8,0,0,0,802,22,1,5,43300,0,4,4,4,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
27678,"H",5,1900,3,13,1000000,999480,61,4,1,1,0,1,5,2,2,0,180,2,2,100,1,800,0,1,2000,1,1,1,9,0,0,1,1,0,1,1,1,1,0,3e+05,2,600,8,1,120200,1,0,0,1,1,120200,0,1,1,1,1,1,1,3,2,4,0,0,2,23,0,1,0,1,0,0,1,2330,3,0,1,37,2,1,1,43050
27765,"H",5,4100,3,13,1000000,999480,94,3,1,2,1,1,4,2,2,0,270,2,2,3,3,1100,0,1,1500,1,1,1,7,0,0,1,1,0,1,1,1,1,0,230000,4,540,7,1,82000,2,0,0,1,1,82000,0,2,2,2,1,1,1,4,1,3,0,0,1,27,0,1,0,1,0,0,1,1815,3,0,1,27,2,1,1,0
27791,"H",5,3800,3,13,1000000,999480,76,1,1,0,0,1,3,4,0,0,90,2,2,3,3,0,0,0,0,0,0,1,4,2,550,1,1,0,1,1,3,1,0,0,6,1,11,0,0,0,640,43,1,6,18000,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
27837,"H",5,500,3,13,1000000,999480,51,3,1,1,0,1,4,2,2,0,200,2,2,3,3,360,0,1,800,1,1,1,7,0,0,1,1,240,1,1,1,1,0,98000,2,40,8,2,2850,2,0,0,2,1,2850,1,2,4,2,1,1,1,4,0,3,1,0,1,101,0,1,0,1,0,0,1,1243,1,0,1,20,2,5,3,0
27843,"H",5,4300,3,13,1000000,999480,57,2,1,2,1,1,4,2,2,0,250,2,2,3,3,680,0,1,1000,1,1,1,6,0,0,1,1,0,1,1,1,1,0,180000,1,10,8,1,55200,4,0,0,1,1,55200,0,4,4,4,1,1,1,4,0,2,0,0,0,27,0,1,0,0,0,0,1,1251,3,0,1,32,2,1,1,0
27961,"H",5,900,3,13,1000000,999480,10,3,1,2,1,1,3,2,2,0,140,2,2,3,3,410,0,2,750,2,1,1,5,0,0,1,1,0,1,1,1,1,0,108000,2,380,5,7,103800,4,0,0,1,3,103800,0,4,4,4,1,1,1,7,0,3,0,0,0,11,0,1,0,0,2,2,1,962,3,0,1,3,2,13,13,0
27980,"H",5,1201,3,13,1000000,999480,112,2,1,0,0,1,3,6,0,0,1,2,2,1,3,0,0,0,0,0,0,1,5,0,0,1,1,0,1,1,4,1,0,0,1,1,4,0,0,0,0,0,1,5,17500,0,4,4,4,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
28003,"H",5,200,3,13,1000000,999480,96,2,1,2,1,1,2,2,2,0,120,1,2,3,3,360,0,2,650,2,1,1,5,0,0,1,1,650,1,1,1,1,0,140000,2,190,10,0,0,0,0,0,1,5,17200,0,4,4,4,1,1,1,3,0,0,0,1,0,101,1,1,0,0,0,0,1,1541,2,0,1,19,0,0,0,0
28018,"H",5,2000,3,13,1000000,999480,105,3,1,2,1,1,5,2,2,0,540,1,2,100,3,2300,0,1,2200,1,1,1,12,0,0,1,1,0,1,1,1,1,0,7e+05,2,730,7,7,121690,4,0,0,1,3,121690,0,4,4,4,1,1,1,4,0,3,0,0,0,29,0,1,0,0,2,1,1,2901,3,0,1,62,1,13,13,84255
28157,"H",5,4300,3,13,1000000,999480,78,2,1,1,0,1,3,2,2,0,240,2,2,3,3,600,0,0,0,0,3,1,4,0,0,1,1,0,1,1,2,1,0,210000,2,480,1,4,73000,4,0,0,1,1,73000,0,4,4,4,1,1,1,7,0,2,0,0,0,9,0,1,0,0,2,2,1,530,0,0,1,36,0,9,9,0
28398,"H",5,3100,3,13,1000000,999480,38,4,1,2,1,1,3,2,2,0,260,2,2,30,3,2000,0,2,900,1,1,1,11,0,0,1,1,0,1,1,1,1,0,2e+05,3,10,3,2,40000,2,0,0,1,1,40000,0,2,2,2,1,1,1,4,2,4,0,0,2,41,0,1,0,1,0,0,1,1358,3,0,1,27,1,3,3,11480
28423,"H",5,1504,3,13,1000000,999480,77,1,1,0,0,1,2,6,0,0,180,2,2,3,3,0,0,0,0,0,0,1,4,2,770,1,1,0,1,1,3,1,0,0,1,1,6,0,0,0,950,41,1,6,28000,0,4,4,4,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
28468,"H",5,2400,3,13,1000000,999480,144,3,1,1,0,1,3,2,2,0,260,1,2,3,3,0,0,0,0,0,0,1,5,2,730,1,1,0,1,1,3,1,0,0,1,800,5,7,20000,2,1057,63,1,3,20000,0,2,2,2,1,1,1,1,2,3,0,0,2,0,0,1,0,1,0,0,2,0,0,1,0,0,1,13,13,0
28577,"H",5,1800,3,13,1000000,999480,79,2,1,1,0,1,4,2,2,0,120,2,2,3,3,850,0,2,1400,2,1,1,9,0,0,1,1,530,1,1,1,1,0,190000,2,50,11,1,98500,4,0,0,1,1,98500,0,4,4,4,1,1,1,3,0,2,0,0,0,30,0,1,0,0,0,0,2,2442,2,0,1,50,2,1,1,0
28581,"H",5,1206,3,13,1000000,999480,82,4,1,1,0,1,4,2,2,0,130,2,2,80,1,1000,0,1,1200,1,1,1,9,0,0,1,1,120,1,1,1,1,0,121000,2,600,8,7,31000,3,0,0,1,3,63600,0,3,3,3,1,1,1,4,2,3,0,1,2,30,4,1,0,1,0,0,1,1580,4,0,1,30,1,14,13,52378
28594,"H",5,2700,3,13,1000000,999480,126,2,1,1,0,1,3,2,2,0,200,2,2,130,1,1600,0,1,950,1,1,1,5,0,0,1,1,0,1,1,1,1,0,118000,1,520,3,1,45400,4,0,0,1,1,45400,0,4,4,4,1,1,1,4,0,2,0,0,0,35,0,1,0,0,0,0,2,1323,3,0,1,11,2,2,2,88970
28617,"H",5,1600,3,13,1000000,999480,98,4,1,1,0,1,4,2,2,0,400,2,50,20,3,1100,0,2,1200,2,1,1,7,0,0,1,1,0,1,1,1,1,0,150000,3,700,7,1,79000,3,0,0,1,1,79000,0,1,1,1,1,1,1,3,2,4,0,0,2,29,0,1,0,1,0,0,1,1923,3,0,1,29,2,1,1,2563
28826,"H",5,500,3,13,1000000,999480,71,1,1,0,0,1,2,4,0,0,70,2,2,3,3,0,0,0,0,0,0,1,3,2,680,1,1,0,1,1,3,1,0,0,1,250,7,0,0,0,771,34,1,4,27000,0,4,4,4,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
28998,"H",5,2000,3,13,1000000,999480,44,3,1,2,1,1,5,2,2,0,130,2,2,80,1,1200,0,1,3900,1,1,1,12,0,0,1,1,830,1,1,1,1,0,650000,2,1200,6,2,161300,2,0,0,1,1,161300,0,2,2,2,1,1,1,3,1,3,0,0,1,37,0,1,0,1,0,0,1,5040,1,0,1,66,2,7,3,60065
29142,"H",5,200,3,13,1000000,999480,132,3,1,0,0,1,2,7,0,0,190,2,2,3,3,0,0,0,0,0,0,1,3,2,700,1,1,0,1,1,3,1,0,0,1,1,12,7,5600,1,890,28,1,3,38300,0,1,1,1,1,1,1,1,1,2,0,1,1,0,4,1,0,1,0,0,2,0,0,1,0,0,1,14,14,0
29218,"H",5,3500,3,13,1000000,999480,58,3,1,1,0,1,3,2,2,0,190,2,2,90,3,1200,0,2,2400,1,1,1,7,0,0,1,1,0,1,1,1,1,0,6e+05,1,1200,6,8,40000,2,0,0,1,3,40000,0,2,2,2,1,1,1,1,2,3,0,0,2,86,0,1,0,1,0,0,1,2880,3,0,1,64,1,14,15,6253
29288,"H",5,3200,3,13,1000000,999480,164,5,1,1,0,1,3,2,2,0,450,2,2,3,3,750,0,1,600,1,1,1,8,0,0,1,1,350,1,1,1,1,0,150000,4,700,6,1,122000,3,0,0,1,1,122000,1,3,2,3,1,1,2,6,1,5,0,0,2,14,0,1,1,1,0,0,1,1458,2,0,1,22,3,2,1,0
29305,"H",5,500,3,13,1000000,999480,164,1,1,0,0,1,1,7,0,0,1,1,2,1,1,0,0,0,0,0,0,1,3,2,230,1,1,0,1,1,3,1,0,0,2,1,5,0,0,0,230,30,1,6,9200,0,4,4,4,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0
29306,"H",5,100,3,13,1000000,999480,196,5,1,2,1,1,4,1,2,0,180,2,2,3,3,840,0,1,740,1,1,1,10,0,0,1,1,0,1,1,1,1,0,110000,3,360,7,2,83200,2,0,0,1,1,83200,0,2,2,2,1,1,1,3,3,5,0,0,3,14,0,1,0,1,0,0,2,950,3,0,0,9,1,3,3,0
29312,"H",5,3700,3,13,1000000,999480,69,5,1,0,0,1,3,5,0,0,340,1,2,3,3,0,0,0,0,0,0,1,6,2,630,1,1,0,1,1,3,1,0,0,1,40,5,7,14100,2,973,42,1,3,28100,0,3,3,3,1,1,1,2,3,4,0,1,3,0,4,1,0,1,0,0,1,0,0,1,0,0,1,14,13,0
29372,"H",5,1700,3,13,1000000,999480,98,3,1,1,0,1,5,2,2,0,150,2,2,150,1,900,0,1,1500,1,1,1,9,0,0,1,1,0,1,1,1,1,0,220000,2,300,8,1,71000,4,0,0,1,1,71000,0,4,4,4,1,1,1,4,0,3,0,0,0,31,0,1,0,0,0,0,1,1825,3,0,1,38,2,2,1,91020
29377,"H",5,1105,3,13,1000000,999480,81,3,1,2,1,1,4,2,2,0,70,2,2,150,1,2400,0,0,0,0,3,1,9,0,0,1,1,0,1,1,2,1,0,3e+05,1,30,3,4,23000,4,0,0,1,1,23000,0,4,4,4,1,1,1,5,0,3,0,0,0,55,0,1,0,0,2,2,1,1051,0,0,1,65,0,9,9,110393
29417,"H",5,1600,3,13,1000000,999480,73,5,1,2,1,1,4,2,2,0,200,2,2,3,3,550,0,1,1800,1,1,1,7,0,0,1,1,0,1,1,1,1,0,325000,2,1200,9,1,90000,3,0,0,1,1,90000,0,3,3,3,1,1,1,3,3,5,0,0,3,28,0,1,0,1,0,0,1,2100,3,0,1,33,2,1,1,0
29467,"H",5,3300,3,13,1000000,999480,91,2,1,3,1,1,5,2,2,0,400,2,300,3,6,1200,0,1,1700,1,1,1,17,0,0,1,1,0,1,1,1,1,0,225000,2,2,5,0,0,0,0,0,1,5,51200,0,4,4,4,1,1,1,3,0,0,0,1,0,50,2,1,0,0,0,0,1,2125,3,0,0,42,0,0,0,0
29541,"H",5,200,3,13,1000000,999480,181,1,1,1,0,1,3,2,2,0,130,1,2,3,3,300,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,42000,0,420,3,0,0,0,0,0,1,6,10900,0,4,4,4,1,1,1,7,0,0,0,0,0,24,0,1,0,0,1,0,2,221,0,0,1,9,0,0,0,0
29584,"H",5,3700,3,13,1000000,999480,62,4,1,1,0,1,3,3,2,0,2,2,2,3,3,0,0,0,0,0,0,1,4,2,1100,1,1,0,1,1,3,1,0,0,2,2,5,2,56000,2,1100,24,1,1,56000,0,3,3,3,1,1,1,1,2,4,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,3,3,0
29691,"H",5,4200,3,13,1000000,999480,56,1,1,2,1,1,3,3,2,0,120,2,2,3,3,300,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,75000,2,2,1,0,0,0,0,0,1,6,17500,0,4,4,4,1,1,1,4,0,0,0,0,0,12,0,1,0,0,1,1,1,178,0,0,1,10,0,0,0,0
29772,"H",5,3200,3,13,1000000,999480,45,2,1,1,0,1,3,2,2,0,350,2,2,3,3,750,0,2,1000,2,1,1,8,0,0,1,1,0,1,1,1,1,0,130000,3,350,4,2,75990,4,0,0,1,1,75990,0,4,4,4,1,1,1,5,0,2,0,0,0,24,0,1,0,0,0,0,1,1534,3,0,1,23,1,3,3,0
29791,"H",5,2900,3,13,1000000,999480,38,2,1,1,0,1,3,2,2,0,150,2,2,3,3,130,0,1,650,1,1,1,6,0,0,1,1,0,1,1,1,1,0,105000,3,420,8,1,60000,4,0,0,1,1,60000,0,4,4,4,1,1,1,1,0,2,0,0,0,17,0,1,0,0,0,0,1,835,3,0,1,5,2,2,1,0
29803,"H",5,3600,3,13,1000000,999480,90,2,1,1,0,1,3,2,2,0,180,2,2,3,3,0,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,25000,3,2,6,4,33000,4,0,0,1,1,33000,0,4,4,4,1,1,1,5,0,2,0,0,0,10,0,1,0,0,2,2,1,280,0,0,1,24,0,9,9,0
29847,"H",5,700,3,13,1000000,999480,80,3,1,2,1,1,2,2,2,0,150,2,1900,3,6,700,0,1,710,1,1,1,5,0,0,1,1,0,1,1,1,1,0,65000,3,280,4,1,37890,2,0,0,1,1,37890,0,2,2,2,1,1,1,4,1,3,0,0,1,33,0,1,0,1,0,0,1,1041,3,0,1,18,3,1,1,0
29869,"H",5,1800,3,13,1000000,999480,146,2,1,1,0,1,5,2,2,0,210,2,2,140,1,950,0,2,2000,2,1,1,12,0,0,1,1,800,1,1,1,1,0,290000,2,1100,7,1,252000,4,0,0,1,1,252000,0,4,4,4,1,1,1,5,0,2,0,0,0,17,0,1,0,0,1,0,1,3613,2,0,1,47,2,1,1,108240
29897,"H",5,1203,3,13,1000000,999480,94,1,1,1,0,1,3,2,2,0,60,2,2,210,1,370,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,2e+05,1,150,4,0,0,0,0,0,1,4,5100,0,4,4,4,1,1,1,7,0,0,0,0,0,90,0,1,0,0,1,1,1,383,0,0,1,18,0,0,0,175480
29991,"H",5,2700,3,13,1000000,999480,87,4,1,2,1,1,4,2,2,0,250,2,230,110,3,0,0,0,0,0,0,1,8,2,530,1,1,0,1,1,3,1,0,0,2,580,4,2,56900,2,957,20,1,1,56900,1,2,4,2,1,1,1,6,0,4,1,0,1,0,0,1,0,1,2,1,2,0,0,1,0,0,1,3,3,102193
30011,"H",5,1201,3,13,1000000,999480,100,1,1,0,0,1,1,9,0,0,1,2,2,1,1,0,0,0,0,0,0,1,3,2,240,1,1,0,1,1,3,1,0,0,1,1,6,0,0,0,240,23,1,4,12800,0,4,4,4,1,1,1,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
30026,"H",5,1101,3,13,1000000,999480,76,2,1,2,2,1,3,2,2,0,180,2,2,190,1,540,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,3e+05,2,40,4,4,67000,4,0,0,1,1,67000,0,4,4,4,1,1,1,7,0,2,0,0,0,9,0,1,0,0,2,2,1,485,0,0,1,18,0,9,9,40283
30069,"H",5,3700,3,13,1000000,999480,139,1,1,2,1,1,3,2,2,0,180,2,2,3,3,1300,0,1,580,1,1,1,5,0,0,1,1,0,1,1,1,1,0,52000,2,420,5,0,0,0,0,0,1,4,92200,0,4,4,4,1,1,1,7,0,0,0,0,0,10,0,1,0,0,1,1,1,795,3,0,1,12,0,0,0,0
30084,"H",5,200,3,13,1000000,999480,91,1,1,1,0,1,3,2,2,0,90,2,2,3,3,960,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,135000,1,270,3,0,0,0,0,0,1,6,110280,0,4,4,4,1,1,1,7,0,0,0,0,0,2,0,1,0,0,1,1,1,204,0,0,1,4,0,0,0,0
30098,"H",5,4300,3,13,1000000,999480,32,4,1,1,0,1,3,2,2,0,110,2,2,3,3,320,0,1,980,1,1,1,5,0,0,1,1,0,1,1,1,1,0,118000,2,50,11,1,45104,2,0,0,1,1,45104,0,2,2,2,1,1,1,3,2,4,0,0,2,29,0,1,0,1,0,0,1,1094,3,0,1,25,2,1,1,0
30133,"H",5,1700,3,13,1000000,999480,112,1,1,2,1,1,2,2,2,0,250,2,2,100,1,970,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,2e+05,2,490,6,0,0,0,0,0,1,6,50000,0,4,4,4,1,1,1,6,0,0,0,0,0,13,0,1,0,0,1,1,1,539,0,0,1,18,0,0,0,71135
30180,"H",5,400,3,13,1000000,999480,20,3,1,2,1,1,3,2,2,0,200,2,2,3,3,800,0,1,1000,1,1,1,5,0,0,1,1,0,1,1,1,1,0,2e+05,2,600,7,1,106080,2,0,0,1,1,106080,0,2,2,2,1,1,1,4,1,3,0,0,1,14,0,1,0,1,0,0,2,1250,3,0,1,19,2,2,1,0
30344,"H",5,1103,3,13,1000000,999480,32,1,1,0,0,1,2,9,0,0,30,2,2,3,3,0,0,0,0,0,0,1,3,2,1200,1,1,0,1,1,3,1,0,0,1,360,12,0,0,0,1260,13,1,4,120500,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30375,"H",5,1504,3,13,1000000,999480,163,3,1,1,0,1,3,2,2,0,100,2,2,100,1,500,0,1,1000,1,1,1,6,0,0,1,1,0,1,1,1,1,0,170000,4,720,7,7,40000,2,0,0,1,3,78000,0,2,2,2,1,1,1,5,1,2,0,1,1,19,4,1,0,1,0,0,2,1260,3,0,1,20,1,13,13,49508
30396,"H",5,1201,3,13,1000000,999480,92,1,1,1,0,1,4,2,2,0,100,2,2,30,3,1200,0,1,2200,1,1,1,7,0,0,1,1,0,1,1,1,1,0,350000,1,290,1,0,0,0,0,0,1,6,129000,0,4,4,4,1,1,1,3,0,0,0,0,0,22,0,1,0,0,0,0,1,2354,3,0,1,55,0,0,0,2563
30459,"H",5,3600,3,13,1000000,999480,36,3,1,1,0,1,3,3,2,60,100,2,2,3,3,700,0,1,1100,1,1,1,5,0,0,1,1,0,1,1,1,1,0,115000,2,540,8,1,91500,2,0,0,1,1,91500,1,2,4,2,1,1,1,4,0,3,1,0,1,17,0,1,0,1,0,0,2,1305,3,0,1,24,2,2,1,0
30519,"H",5,4100,3,13,1000000,999480,20,2,1,1,0,1,2,2,2,0,230,2,2,3,3,700,0,2,450,2,1,1,4,0,0,1,1,0,1,1,1,1,0,40000,3,460,4,3,52000,4,0,0,3,1,52000,0,4,4,4,1,1,1,5,0,2,0,0,0,20,0,1,0,0,1,0,2,859,3,0,1,22,1,3,7,0
30536,"H",5,1201,3,13,1000000,999480,158,3,1,1,0,1,3,2,2,0,250,2,2,60,3,1200,0,1,1800,1,1,1,11,0,0,1,1,0,1,1,1,1,0,350000,2,720,8,2,119500,1,0,0,1,1,119500,0,1,1,1,1,1,1,4,1,3,0,0,1,22,0,1,0,1,0,0,1,2170,3,0,1,24,2,4,3,2563
