"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACR","AGS","BATH","BDSP","BLD","BUS","CONP","ELEP","FS","FULP","GASP","HFL","INSP","MHP","MRGI","MRGP","MRGT","MRGX","REFR","RMSP","RNTM","RNTP","RWAT","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FINCP","FPARC","GRNTP","GRPIP","HHL","HHT","HINCP","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","NR","NRC","OCPIP","PARTNER","PLM","PSF","R18","R60","R65","RESMODE","SMOCP","SMX","SRNT","SVAL","TAXP","WIF","WKEXREL","WORKSTAT","BTUEL"
65721,"H",5,2500,3,13,1000000,999480,115,7,1,2,2,1,4,2,2,NA,180,2,2,30,3,500,NA,2,500,2,1,1,9,NA,NA,1,1,NA,1,1,1,1,NA,60000,5,2,1,2,79000,3,NA,NA,1,1,79000,0,3,3,3,1,1,2,7,3,7,0,0,3,12,0,1,0,1,0,0,1,765,3,0,1,5,2,3,3,73723
65722,"H",5,300,3,13,1000000,999480,17,2,1,2,1,1,3,2,2,NA,80,2,2,90,2,510,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,250000,2,500,4,4,20100,4,NA,NA,1,1,20100,0,4,4,4,1,1,1,7,0,2,0,0,0,17,0,1,0,0,2,2,1,279,NA,0,1,7,0,9,9,32803
65798,"H",5,1204,3,13,1000000,999480,194,3,1,2,1,1,3,2,2,NA,150,2,2,40,1,NA,NA,NA,NA,NA,NA,1,5,2,700,1,1,NA,1,1,3,1,NA,NA,3,420,3,7,75000,4,925,15,1,3,75000,0,4,4,4,1,1,1,3,0,3,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,3,13,13,49024
65839,"H",5,1504,3,13,1000000,999480,200,4,1,NA,NA,1,2,5,NA,NA,80,2,2,80,1,NA,NA,NA,NA,NA,NA,1,4,2,670,1,1,NA,1,1,3,1,NA,NA,2,560,6,1,22100,4,877,48,2,1,22100,0,4,4,4,1,1,1,1,0,4,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,3,4,1,33939
65888,"H",5,3400,3,13,1000000,999480,99,3,1,1,NA,1,3,2,2,NA,100,2,2,110,1,850,NA,1,680,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,90000,1,550,3,7,34500,2,NA,NA,1,3,34500,1,2,4,2,1,1,1,5,0,3,1,0,2,33,0,1,0,1,1,0,2,936,3,0,1,6,1,13,13,40361
66110,"H",5,1102,3,13,1000000,999480,59,2,1,NA,NA,1,2,6,NA,NA,40,2,2,3,3,NA,NA,NA,NA,NA,NA,1,5,2,850,1,1,NA,1,1,3,1,NA,NA,2,30,7,1,110000,4,893,10,1,1,110000,0,4,4,4,1,1,1,1,0,2,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,2,2,1,14931
66163,"H",5,700,3,13,1000000,999480,277,2,1,1,NA,1,3,2,2,NA,120,2,2,3,3,NA,NA,NA,NA,NA,NA,1,6,2,700,1,1,NA,1,1,3,1,NA,NA,1,1,6,7,13100,2,820,75,1,3,13100,0,2,2,2,1,1,1,3,1,2,0,0,1,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,14,13,36914
66225,"H",5,2400,3,13,1000000,999480,76,2,1,1,NA,1,3,2,2,NA,60,2,2,40,3,0,NA,2,770,2,1,1,4,NA,NA,1,1,550,1,1,1,1,NA,140000,2,30,8,5,32700,4,NA,NA,1,2,32700,0,4,4,4,1,1,1,4,0,2,0,0,0,56,0,1,0,0,0,0,1,1531,1,0,1,25,2,11,10,16524
66425,"H",5,2400,3,13,1000000,999480,72,2,1,1,NA,1,3,2,2,NA,80,2,2,90,1,700,NA,2,750,2,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,150000,1,360,5,1,106000,4,NA,NA,1,1,106000,0,4,4,4,1,1,1,5,0,2,0,0,0,12,0,1,0,0,0,0,1,1100,3,0,1,23,2,1,1,28835
66468,"H",5,2000,3,13,1000000,999480,101,1,1,2,1,1,3,2,2,NA,130,2,2,470,2,650,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,325000,2,120,6,NA,NA,NA,NA,NA,1,4,33600,0,4,4,4,1,1,1,5,0,NA,0,0,0,30,0,1,0,0,0,0,2,847,NA,0,1,34,NA,NA,NA,53678
66544,"H",5,700,3,13,1000000,999480,80,3,1,2,1,1,5,1,2,NA,120,2,2,100,2,700,0,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,200000,3,240,6,3,61800,4,NA,NA,1,1,61800,0,4,4,4,1,1,1,6,0,3,0,0,0,6,0,1,0,0,1,1,1,331,NA,0,0,10,1,7,7,53050
66554,"H",5,1502,3,13,1000000,999480,84,1,1,1,NA,1,3,2,2,NA,90,2,2,10,1,970,NA,1,690,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,160000,1,210,7,NA,NA,NA,NA,NA,1,6,36000,0,4,4,4,1,1,1,5,0,NA,0,0,0,27,0,1,0,0,0,0,1,808,3,0,1,30,NA,NA,NA,29104
66736,"H",5,2000,3,13,1000000,999480,141,2,1,2,1,1,3,2,2,NA,180,2,2,10,1,690,NA,2,890,2,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,95000,3,780,3,1,111800,4,NA,NA,1,1,111800,0,4,4,4,1,1,1,6,0,2,0,0,0,13,0,1,0,0,0,0,2,1235,3,0,1,9,2,1,1,67097
66751,"H",5,100,3,13,1000000,999480,89,3,1,1,NA,1,3,2,2,NA,110,2,2,3,3,600,NA,1,530,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,92000,3,700,5,1,60930,1,NA,NA,1,1,60930,0,1,1,1,1,1,1,5,1,3,0,0,1,14,0,1,0,1,0,0,1,698,3,0,1,15,2,2,1,48396
66841,"H",5,2800,3,13,1000000,999480,70,4,1,1,NA,1,4,2,2,NA,250,2,2,3,3,350,NA,1,900,1,1,1,8,NA,NA,1,1,400,1,1,1,1,NA,250000,2,1400,10,1,100720,2,NA,NA,1,1,100720,0,2,2,2,1,1,1,3,2,4,0,0,2,20,0,1,0,1,0,0,1,1667,2,0,1,44,2,4,1,79141
66847,"H",5,1800,3,13,1000000,999480,100,2,1,1,NA,1,3,3,2,NA,60,2,2,120,1,NA,NA,NA,NA,NA,NA,1,8,2,750,1,1,NA,1,1,3,1,NA,NA,1,650,4,7,50300,4,984,23,2,3,50300,0,4,4,4,1,1,1,1,0,2,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,2,13,13,14139
66904,"H",5,3800,3,13,1000000,999480,73,2,1,1,NA,1,3,2,2,NA,150,2,2,3,3,NA,NA,NA,NA,NA,NA,1,6,NA,NA,1,1,NA,1,1,4,1,NA,NA,3,240,3,NA,NA,NA,NA,NA,1,7,33000,0,4,4,4,1,1,1,5,0,NA,0,1,0,NA,0,1,0,0,2,1,2,NA,NA,1,0,NA,NA,NA,NA,48785
66926,"H",5,3700,3,13,1000000,999480,100,3,1,1,NA,1,4,2,2,NA,100,2,2,100,1,1600,NA,2,2000,2,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,425000,2,1000,8,1,316000,1,NA,NA,1,1,316000,0,1,1,1,1,1,1,4,1,3,0,0,1,11,0,1,0,1,0,0,1,2874,3,0,1,63,2,1,1,41879
66951,"H",5,1107,3,13,1000000,999480,47,4,1,1,NA,1,4,2,2,NA,130,2,2,50,1,1200,NA,1,1300,1,1,1,7,NA,NA,1,1,160,1,1,1,1,NA,204000,2,1200,8,2,82000,1,NA,NA,1,1,82000,0,1,1,1,1,1,1,4,2,4,0,0,2,25,0,1,0,1,0,0,1,1740,2,0,1,33,1,3,3,48157
67019,"H",5,2500,3,13,1000000,999480,47,2,1,1,NA,1,3,1,2,NA,190,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,280,1,1,NA,1,1,3,1,NA,NA,1,540,6,7,17000,4,515,36,1,3,17000,0,4,4,4,1,1,1,3,0,2,0,0,0,NA,0,1,0,0,1,0,1,NA,NA,1,0,NA,2,14,13,69131
67175,"H",5,1402,3,13,1000000,999480,199,4,1,1,NA,1,3,2,2,NA,150,2,2,30,1,500,NA,1,740,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,130000,3,600,8,7,43510,1,NA,NA,1,3,43510,1,1,4,1,1,1,2,1,0,4,0,0,1,27,0,1,1,1,0,0,2,970,3,0,1,31,2,14,13,51835
67304,"H",5,700,3,13,1000000,999480,61,2,1,1,NA,1,4,2,2,NA,180,2,2,3,3,450,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,149000,3,180,9,4,42300,4,NA,NA,1,1,42300,0,4,4,4,1,1,1,3,0,2,0,0,0,9,0,1,0,0,2,2,1,308,NA,0,1,20,0,9,9,62627
67375,"H",5,2700,3,13,1000000,999480,76,1,1,1,NA,1,4,2,2,NA,170,2,2,50,1,720,NA,1,460,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,90000,1,300,1,NA,NA,NA,NA,NA,1,4,43900,0,4,4,4,1,1,1,7,0,NA,0,0,0,19,0,1,0,0,1,0,1,705,3,0,1,14,NA,NA,NA,55500
67468,"H",5,800,3,13,1000000,999480,86,2,1,1,NA,1,4,2,2,NA,140,2,2,40,1,550,NA,2,890,2,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,205000,4,530,7,1,72000,4,NA,NA,1,1,72000,0,4,4,4,1,1,1,3,0,2,0,0,0,22,0,1,0,0,0,0,1,1298,3,0,1,28,2,1,1,43237
67506,"H",5,1103,3,13,1000000,999480,83,2,1,NA,NA,1,2,9,NA,1100,80,2,2,1,3,700,NA,NA,NA,NA,3,1,4,NA,NA,1,1,NA,1,1,2,1,NA,625000,2,1,8,1,319000,4,NA,NA,1,1,319000,0,4,4,4,1,1,1,3,0,2,0,0,0,8,0,1,0,0,0,0,1,2088,NA,0,0,68,2,1,1,32428
67797,"H",5,1305,3,13,1000000,999480,39,2,1,1,NA,1,4,2,2,NA,90,2,2,90,1,500,NA,2,2400,2,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,285000,2,450,11,1,109000,4,NA,NA,1,1,109000,0,4,4,4,1,1,1,3,0,2,0,0,0,33,0,1,0,0,0,0,1,2985,3,0,1,51,2,1,1,32291
67936,"H",5,2900,3,13,1000000,999480,66,1,1,NA,NA,1,1,4,NA,NA,60,1,2,3,3,NA,NA,NA,NA,NA,NA,1,3,2,100,1,1,NA,1,1,3,1,NA,NA,0,50,6,NA,NA,NA,164,23,1,6,8400,0,4,4,4,1,1,1,3,0,NA,0,0,0,NA,0,1,0,0,1,1,2,NA,NA,1,0,NA,NA,NA,NA,14095
67987,"H",5,2600,3,13,1000000,999480,114,3,1,2,1,1,3,2,2,NA,280,2,2,3,3,650,NA,1,760,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,125000,2,2,7,7,38000,2,NA,NA,1,3,38000,0,2,2,2,1,1,1,1,2,3,0,0,2,33,0,1,0,1,0,0,2,1040,3,0,1,14,1,13,13,81687
68054,"H",5,2900,3,13,1000000,999480,63,6,1,1,NA,1,5,2,2,NA,190,1,2,3,3,NA,NA,NA,NA,NA,NA,1,6,2,60,1,1,NA,1,1,3,1,NA,NA,1,600,4,8,14400,2,300,25,1,3,14400,0,2,2,2,1,1,1,1,5,6,0,0,5,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,0,15,15,64917
68103,"H",5,100,3,13,1000000,999480,71,4,1,2,1,1,3,2,2,NA,140,2,2,3,3,430,NA,1,570,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,85000,4,310,6,2,114000,4,NA,NA,1,1,114000,0,4,4,4,1,1,1,3,0,4,0,0,0,8,0,1,0,0,1,1,2,736,3,0,1,10,2,8,3,52272
68117,"H",5,1101,3,13,1000000,999480,55,2,1,1,NA,1,2,3,2,160,70,1,2,60,1,0,NA,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,125000,2,2,6,8,29900,4,NA,NA,1,3,29900,0,4,4,4,1,1,1,1,0,2,0,0,0,15,0,1,0,0,1,1,1,373,NA,0,1,22,0,15,15,25239
68218,"H",5,1502,3,13,1000000,999480,46,4,1,1,NA,1,4,2,2,NA,100,2,10,200,1,1000,NA,2,1400,1,1,1,13,NA,NA,1,1,NA,1,1,1,1,NA,175000,2,60,8,1,151000,3,NA,NA,1,1,151000,0,1,1,1,1,1,1,4,2,4,0,0,2,14,0,1,0,1,0,0,1,1789,3,0,1,22,2,1,1,46059
68420,"H",5,2100,3,13,1000000,999480,115,2,1,1,NA,1,4,2,2,NA,70,2,2,150,1,750,NA,2,1300,2,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,220000,2,140,7,3,52000,4,NA,NA,1,1,52000,0,4,4,4,1,1,1,2,0,2,0,0,0,40,0,1,0,0,1,1,1,1720,3,0,1,27,1,7,7,27893
68432,"H",5,900,3,13,1000000,999480,194,2,1,2,1,1,4,2,2,NA,400,2,2,3,3,500,NA,2,840,2,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,350000,4,2,6,2,237000,4,NA,NA,1,1,237000,0,4,4,4,1,1,1,6,0,2,0,0,0,7,0,1,0,0,0,0,2,1449,3,0,1,32,1,3,3,124309
68470,"H",5,500,3,13,1000000,999480,75,3,1,NA,NA,1,2,7,NA,NA,90,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,900,1,1,NA,1,1,3,1,NA,NA,3,400,5,NA,NA,NA,1023,86,4,7,14350,0,4,4,4,1,1,1,1,0,NA,0,1,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,32315
68485,"H",5,1304,3,13,1000000,999480,109,2,1,2,1,1,3,2,2,NA,100,2,50,50,1,600,NA,2,1300,2,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,175000,1,420,6,1,77000,4,NA,NA,1,1,77000,0,4,4,4,1,1,1,5,0,2,0,0,0,26,0,1,0,0,0,0,2,1664,3,0,1,27,2,1,1,36092
68725,"H",5,3100,3,13,1000000,999480,104,1,1,2,1,1,3,1,2,NA,170,2,2,3,3,430,0,2,400,2,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,100000,1,120,7,NA,NA,NA,NA,NA,1,6,40000,0,4,4,4,1,1,1,5,0,NA,0,0,0,19,0,1,0,0,0,0,1,633,3,0,0,6,NA,NA,NA,57185
68807,"H",5,1402,3,13,1000000,999480,184,5,1,1,NA,1,4,2,2,NA,250,1,2,3,3,480,NA,2,950,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,118000,2,2,5,1,69500,2,NA,NA,1,1,69500,0,2,2,2,1,1,1,3,1,5,0,0,1,21,0,1,0,1,0,0,2,1240,3,0,1,35,2,1,1,81458
68839,"H",5,1204,3,13,1000000,999480,75,2,1,1,NA,1,3,2,2,NA,230,2,2,100,1,620,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,1000000,1,600,5,3,37800,4,NA,NA,1,1,37800,0,4,4,4,1,1,1,6,0,2,0,0,0,19,0,1,0,0,1,0,2,599,NA,0,1,32,1,3,7,75978
68850,"H",5,1206,3,13,1000000,999480,90,2,1,1,NA,1,2,2,2,NA,40,2,2,40,2,850,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,96000,2,80,4,1,94400,4,NA,NA,1,1,94400,0,4,4,4,1,1,1,5,0,2,0,0,0,3,0,1,0,0,0,0,1,275,NA,0,1,26,2,1,1,18138
68994,"H",5,1502,3,13,1000000,999480,208,5,1,1,NA,1,4,2,2,NA,110,2,2,110,1,800,NA,1,1100,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,178000,1,500,6,1,30000,2,NA,NA,2,1,30000,0,2,2,2,1,2,1,3,3,5,0,0,3,54,0,1,0,1,0,0,2,1362,3,0,1,28,1,3,2,41981
69045,"H",5,3800,3,13,1000000,999480,17,2,1,2,1,1,4,2,2,NA,70,2,2,280,2,210,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,30000,2,260,2,4,19900,4,NA,NA,1,1,19900,0,4,4,4,1,1,1,5,0,2,0,0,0,25,0,1,0,0,2,2,2,410,NA,0,1,6,0,9,9,22605
69104,"H",5,3000,3,13,1000000,999480,51,2,1,1,NA,1,3,2,2,NA,120,2,2,30,1,530,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,60000,1,60,2,4,74000,4,NA,NA,1,1,74000,0,4,4,4,1,1,1,7,0,2,0,0,0,3,0,1,0,0,2,2,1,203,NA,0,1,3,0,9,9,41285
69177,"H",5,3300,3,13,1000000,999480,50,4,1,2,1,1,4,2,2,NA,210,2,2,3,3,590,NA,1,1300,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,250000,3,2,8,1,103200,2,NA,NA,1,1,103200,0,2,2,2,1,1,1,4,2,4,0,0,2,18,0,1,0,1,0,0,1,1510,3,0,1,33,2,1,1,80554
69226,"H",5,4000,3,13,1000000,999480,76,2,1,2,1,1,3,2,2,NA,170,2,2,3,3,800,NA,1,690,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,165000,3,300,8,2,65600,4,NA,NA,1,1,65600,0,4,4,4,1,1,1,4,0,2,0,0,0,16,0,1,0,0,2,2,2,885,3,0,1,18,1,7,3,59611
69231,"H",5,3900,3,13,1000000,999480,39,1,1,1,NA,1,2,1,2,NA,120,2,100,3,2,NA,NA,NA,NA,NA,NA,1,3,2,200,1,1,NA,1,1,3,1,NA,NA,0,120,6,NA,NA,NA,338,45,1,4,9000,0,4,4,4,1,1,1,3,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,38136
69432,"H",5,800,3,13,1000000,999480,88,2,1,2,1,1,3,2,2,NA,370,2,2,3,3,1100,NA,1,1500,1,1,1,6,NA,NA,1,1,50,1,1,1,1,NA,275000,3,220,6,2,95100,4,NA,NA,1,1,95100,0,4,4,4,1,1,1,5,0,2,0,0,0,24,0,1,0,0,0,0,1,1938,2,0,1,26,2,2,3,100019
69501,"H",5,400,3,13,1000000,999480,20,1,1,NA,NA,1,2,6,NA,NA,80,1,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,180,1,1,NA,1,1,3,1,NA,NA,0,500,6,NA,NA,NA,302,45,1,6,8100,0,4,4,4,1,1,1,3,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,27153
69559,"H",5,1000,3,13,1000000,999480,17,4,1,3,1,1,3,2,2,NA,130,2,500,3,6,500,NA,2,960,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,125000,2,2,1,2,76220,2,NA,NA,1,1,76220,0,2,2,2,1,1,1,6,1,4,0,0,1,18,0,1,0,1,0,0,2,1174,3,0,0,32,3,7,3,53497
69758,"H",5,1505,3,13,1000000,999480,90,2,1,1,NA,1,5,2,2,NA,90,2,2,50,1,820,NA,1,1700,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,300000,2,530,6,1,217790,4,NA,NA,1,1,217790,0,4,4,4,1,1,1,1,0,2,0,0,0,10,0,1,0,0,0,0,1,1884,3,0,1,25,2,1,1,34700
69795,"H",5,1201,3,13,1000000,999480,50,2,1,NA,NA,1,1,7,NA,NA,60,2,2,60,1,NA,NA,NA,NA,NA,NA,1,4,2,890,1,1,NA,1,1,3,1,NA,NA,2,1,1,NA,NA,NA,1010,23,1,7,53520,0,4,4,4,1,1,1,2,0,NA,0,1,0,NA,4,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,18251
69850,"H",5,500,3,13,1000000,999480,38,6,1,2,1,1,3,2,2,NA,150,2,2,3,3,1200,NA,2,600,2,1,1,9,NA,NA,1,1,NA,1,1,1,1,NA,150000,2,2,3,1,26000,3,NA,NA,1,1,26000,0,1,1,1,1,1,1,5,4,6,0,0,4,43,0,1,0,1,0,0,1,942,3,0,1,23,2,2,1,53271
69852,"H",5,1402,3,13,1000000,999480,15,4,1,1,NA,1,3,1,2,NA,200,2,2,100,1,0,700,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,15000,2,50,7,1,23250,2,NA,NA,4,1,23250,0,2,2,2,1,1,1,3,2,4,0,0,2,20,0,1,0,1,0,0,1,379,NA,0,0,6,2,2,4,69861
69864,"H",5,1503,3,13,1000000,999480,73,4,1,1,NA,1,3,2,2,NA,160,2,2,100,1,NA,NA,NA,NA,NA,NA,1,6,2,950,1,1,NA,1,1,3,1,NA,NA,3,500,6,1,32000,2,1252,47,1,1,32000,0,2,2,2,1,1,1,2,2,4,0,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,2,4,1,44847
69870,"H",5,4000,3,13,1000000,999480,149,1,1,2,1,1,3,2,2,NA,160,2,2,4,3,680,NA,1,1300,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,210000,2,2,8,NA,NA,NA,NA,NA,1,4,105000,0,4,4,4,1,1,1,4,0,NA,0,0,0,17,0,1,0,0,1,0,1,1464,3,0,1,30,NA,NA,NA,59505
69968,"H",5,1107,3,13,1000000,999480,282,5,1,1,NA,1,3,2,2,NA,260,2,2,3,3,NA,NA,NA,NA,NA,NA,1,6,2,940,1,1,NA,1,1,3,1,NA,NA,2,400,3,2,53000,2,1233,28,1,1,53000,1,3,4,3,1,1,1,4,0,5,1,0,3,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,3,3,75023
70015,"H",5,1205,3,13,1000000,999480,215,2,1,1,NA,1,2,3,2,NA,70,1,2,50,3,NA,NA,NA,NA,NA,NA,1,4,2,190,1,1,NA,1,1,3,1,NA,NA,1,310,6,7,10000,2,336,40,1,3,10000,0,2,2,2,1,1,1,6,1,2,0,0,1,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,14,13,25747
70069,"H",5,3900,3,13,1000000,999480,46,2,1,1,NA,1,3,2,2,NA,80,2,2,3,3,720,NA,1,800,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,90000,1,420,7,2,40800,4,NA,NA,1,1,40800,0,4,4,4,1,1,1,5,0,2,0,0,0,27,0,1,0,0,2,0,1,915,3,0,1,22,1,3,3,28634
70128,"H",5,3800,3,13,1000000,999480,63,1,1,1,NA,1,2,1,2,NA,100,2,2,3,3,0,960,NA,NA,NA,3,1,3,NA,NA,1,1,NA,1,1,2,1,NA,9000,2,1,7,NA,NA,NA,NA,NA,1,4,17000,0,4,4,4,1,1,1,5,0,NA,0,0,0,13,0,1,0,0,0,0,2,187,NA,0,0,3,NA,NA,NA,28975
70344,"H",5,2000,3,13,1000000,999480,59,2,1,2,1,1,4,2,2,NA,90,2,2,3,3,400,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,220000,2,480,9,4,16700,4,NA,NA,1,1,16700,0,4,4,4,1,1,1,3,0,2,0,0,0,19,0,1,0,0,2,2,1,271,NA,0,1,25,0,9,9,28354
70776,"H",5,2800,3,13,1000000,999480,52,1,1,1,NA,1,3,2,2,NA,180,2,2,3,3,330,NA,1,870,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,135000,1,40,9,NA,NA,NA,NA,NA,1,6,50000,0,4,4,4,1,1,1,1,0,NA,0,0,0,25,0,1,0,0,0,0,1,1053,3,0,1,26,NA,NA,NA,65555
70811,"H",5,2200,3,13,1000000,999480,222,6,1,1,NA,1,4,2,2,NA,290,2,2,3,3,830,NA,2,900,2,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,100000,3,50,6,1,80000,3,NA,NA,1,1,80000,1,3,4,3,1,1,1,4,0,6,0,0,2,20,0,1,1,1,1,1,2,1363,3,0,1,24,3,1,1,124456
70855,"H",5,2300,3,13,1000000,999480,61,2,1,1,NA,1,3,2,2,NA,120,2,2,40,1,390,NA,2,290,2,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,40000,1,50,3,2,24600,4,NA,NA,1,1,24600,0,4,4,4,1,1,1,7,0,2,0,0,0,25,0,1,0,0,0,0,1,519,3,0,1,9,1,6,3,52561
71155,"H",5,300,3,13,1000000,999480,18,7,1,3,1,1,3,2,2,NA,130,1,2,240,1,NA,NA,NA,NA,NA,NA,1,6,2,600,1,1,NA,1,1,3,1,NA,NA,3,40,1,1,38140,2,973,31,2,1,38140,0,2,2,2,1,1,1,4,1,7,0,0,1,NA,0,1,0,1,0,0,1,NA,NA,0,0,NA,3,3,4,50958
71210,"H",5,2300,3,13,1000000,999480,67,1,1,3,1,1,2,1,2,NA,150,1,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,350,1,1,NA,1,1,3,1,NA,NA,0,2,7,NA,NA,NA,500,101,1,6,2000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,56104
71309,"H",5,3600,3,13,1000000,999480,105,2,1,2,1,1,3,2,2,NA,100,2,2,3,3,950,NA,2,1200,2,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,350000,2,2,7,1,129000,4,NA,NA,1,1,129000,0,4,4,4,1,1,1,1,0,2,0,0,0,16,0,1,0,0,0,0,1,1712,3,0,1,52,2,1,1,32933
71357,"H",5,4200,3,13,1000000,999480,74,1,1,NA,NA,1,1,6,NA,NA,70,2,2,30,3,NA,NA,NA,NA,NA,NA,1,3,2,520,1,1,NA,1,1,3,1,NA,NA,1,20,6,NA,NA,NA,622,20,1,6,38000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,23911
71455,"H",5,3000,3,13,1000000,999480,91,4,1,1,NA,1,3,2,2,NA,110,1,2,250,1,NA,NA,NA,NA,NA,NA,1,6,2,710,1,1,NA,1,1,3,1,NA,NA,0,60,5,8,4240,1,1075,101,1,3,4240,0,1,1,1,1,1,1,1,3,4,0,0,3,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,0,15,15,36498
71536,"H",5,1105,3,13,1000000,999480,231,3,1,NA,NA,1,3,7,NA,NA,80,2,2,3,3,NA,NA,NA,NA,NA,NA,1,6,2,860,1,1,NA,1,1,3,1,NA,NA,0,340,9,7,31400,2,968,37,1,3,31400,0,2,2,2,1,1,1,1,2,3,0,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,13,13,23041
71683,"H",5,2600,3,13,1000000,999480,177,4,1,1,NA,1,3,2,2,NA,240,1,2,3,3,450,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,39000,1,960,5,2,30000,2,NA,NA,1,1,30000,0,2,2,2,1,1,1,5,2,4,0,0,2,15,0,1,0,1,0,0,2,371,NA,0,1,5,1,7,3,79796
71684,"H",5,100,3,13,1000000,999480,60,2,1,1,NA,1,2,1,2,NA,90,2,2,3,3,70,220,NA,NA,NA,3,1,4,NA,NA,1,1,NA,1,1,2,1,NA,40000,2,280,6,2,34000,4,NA,NA,1,1,34000,0,4,4,4,1,1,1,6,0,2,0,0,0,5,0,1,0,0,2,2,1,138,NA,0,0,2,1,8,3,28541
71888,"H",5,2200,3,13,1000000,999480,120,2,1,1,NA,1,2,2,2,NA,140,2,2,3,3,900,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,190000,2,1500,3,4,39700,4,NA,NA,1,1,39700,0,4,4,4,1,1,1,7,0,2,0,0,0,14,0,1,0,0,2,2,1,465,NA,0,1,27,0,9,9,43554
