"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACR","AGS","BATH","BDSP","BLD","BUS","CONP","ELEP","FS","FULP","GASP","HFL","INSP","MHP","MRGI","MRGP","MRGT","MRGX","REFR","RMSP","RNTM","RNTP","RWAT","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FINCP","FPARC","GRNTP","GRPIP","HHL","HHT","HINCP","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","NR","NRC","OCPIP","PARTNER","PLM","PSF","R18","R60","R65","RESMODE","SMOCP","SMX","SRNT","SVAL","TAXP","WIF","WKEXREL","WORKSTAT","BTUEL"
60636,"H",5,3600,3,13,1000000,999480,16,2,1,2,1,1,3,2,2,NA,220,2,2,3,8,620,NA,2,400,2,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,65000,2,2,4,5,73000,4,NA,NA,1,2,73000,0,4,4,4,1,1,1,6,0,2,0,0,0,12,0,1,0,0,1,1,2,755,3,0,1,22,1,10,10,86968
60651,"H",5,1800,3,13,1000000,999480,80,4,1,1,NA,1,3,2,2,NA,180,2,2,120,1,400,NA,1,2000,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,450000,3,270,10,1,92500,2,NA,NA,1,1,92500,0,2,2,2,1,1,1,3,2,4,0,0,2,30,0,1,0,1,0,0,1,2323,3,0,1,52,2,1,1,60546
60669,"H",5,2000,3,13,1000000,999480,61,1,1,1,NA,1,3,2,2,NA,80,2,2,140,1,1100,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,150000,1,20,5,NA,NA,NA,NA,NA,1,6,20500,0,4,4,4,1,1,1,7,0,NA,0,0,0,21,0,1,0,0,1,1,1,356,NA,0,1,12,NA,NA,NA,20608
60749,"H",5,3800,3,13,1000000,999480,58,1,1,3,1,1,3,2,2,NA,180,2,2,3,2,320,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,29000,1,2,4,NA,NA,NA,NA,NA,1,6,15300,0,4,4,4,1,1,1,7,0,NA,0,0,0,16,0,1,0,0,1,1,1,207,NA,0,0,1,NA,NA,NA,62105
60755,"H",5,1600,3,13,1000000,999480,82,1,1,2,1,1,3,2,2,NA,160,2,100,3,3,700,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,140000,3,120,8,NA,NA,NA,NA,NA,3,4,110000,0,4,4,4,1,1,1,4,0,NA,0,0,0,4,0,1,0,0,0,0,1,328,NA,0,1,23,NA,NA,NA,71870
60801,"H",5,1502,3,13,1000000,999480,168,2,1,2,1,1,4,2,2,NA,150,2,2,3,3,760,NA,1,1200,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,170000,4,160,8,1,65400,4,NA,NA,5,1,65400,0,4,4,4,1,1,1,4,0,2,0,0,0,25,0,1,0,0,0,0,2,1363,3,0,1,26,2,2,1,49870
60909,"H",5,700,3,13,1000000,999480,118,4,1,1,NA,1,4,1,2,NA,170,2,2,30,1,500,200,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,100000,3,240,6,3,36000,2,NA,NA,1,1,36000,0,2,2,2,1,1,1,5,1,4,0,0,1,10,0,1,0,1,0,0,2,312,NA,0,0,10,2,5,7,53797
61165,"H",5,2100,3,13,1000000,999480,19,4,1,NA,NA,1,2,4,NA,NA,110,1,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,320,1,1,NA,1,1,3,1,NA,NA,1,2,5,2,14000,3,430,37,1,1,14000,0,3,3,3,1,1,1,2,2,4,0,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,6,3,35782
61202,"H",5,1502,3,13,1000000,999480,111,2,1,1,NA,1,4,2,2,NA,170,2,2,20,3,850,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,250000,1,280,5,4,33230,4,NA,NA,1,1,33230,0,4,4,4,1,1,1,7,0,2,0,0,0,11,0,1,0,0,2,2,1,313,NA,0,1,9,0,9,9,95171
61322,"H",5,1104,3,13,1000000,999480,91,1,1,1,NA,1,4,2,2,NA,110,2,2,270,3,2000,NA,2,1800,2,1,1,9,NA,NA,1,1,110,1,1,1,1,NA,500000,2,30,1,NA,NA,NA,NA,NA,1,4,92000,0,4,4,4,1,1,1,5,0,NA,0,0,0,39,0,1,0,0,0,0,1,3013,2,0,1,64,NA,NA,NA,38255
61337,"H",5,1505,3,13,1000000,999480,68,4,1,1,NA,1,2,3,2,NA,160,2,2,60,1,NA,NA,NA,NA,NA,NA,1,5,2,830,1,1,NA,1,1,3,1,NA,NA,2,600,6,2,67000,2,1100,20,1,1,67000,0,2,2,2,1,1,1,3,2,4,0,0,2,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,2,4,3,58789
61345,"H",5,400,3,13,1000000,999480,51,2,1,2,4,1,3,2,2,NA,160,2,200,30,3,800,NA,NA,NA,NA,3,1,4,NA,NA,1,1,NA,1,1,2,1,NA,150000,3,210,5,3,50000,4,NA,NA,1,1,50000,0,4,4,4,1,1,1,7,0,2,0,0,0,11,0,1,0,0,2,2,1,459,NA,0,1,32,1,7,7,53463
61397,"H",5,3200,3,13,1000000,999480,51,1,1,2,1,1,3,2,2,NA,120,2,2,30,2,NA,NA,NA,NA,NA,NA,1,6,NA,NA,1,1,NA,1,1,4,1,NA,NA,1,2,5,NA,NA,NA,NA,NA,1,6,16600,0,4,4,4,1,1,1,7,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,47632
61400,"H",5,800,3,13,1000000,999480,79,4,1,2,1,1,3,2,2,NA,110,2,300,30,3,NA,NA,NA,NA,NA,NA,1,6,2,500,1,1,NA,1,1,3,1,NA,NA,3,480,6,2,34900,1,705,24,1,1,34900,1,1,4,1,1,1,1,4,0,4,1,0,1,NA,0,1,0,1,2,2,1,NA,NA,1,0,NA,2,3,3,40241
61409,"H",5,300,3,13,1000000,999480,65,4,1,1,NA,1,5,2,2,NA,150,1,2,300,2,760,NA,1,590,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,120000,2,800,5,6,82540,1,NA,NA,1,2,117540,1,1,4,1,1,1,1,5,0,3,1,1,1,11,0,1,0,1,1,1,1,1107,3,0,1,5,0,12,12,45079
61466,"H",5,2300,3,13,1000000,999480,155,5,1,1,NA,1,4,2,2,NA,170,2,2,3,3,600,NA,1,980,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,140000,2,700,5,1,102000,2,NA,NA,1,1,102000,0,2,2,2,1,1,1,4,3,5,0,0,3,14,0,1,0,1,0,0,2,1208,3,0,1,20,2,1,1,67015
61551,"H",5,1203,3,13,1000000,999480,76,1,1,1,NA,1,3,3,2,200,80,2,2,100,1,0,NA,2,1100,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,240000,1,80,6,NA,NA,NA,NA,NA,5,4,60000,0,4,4,4,1,2,1,6,0,NA,0,0,0,30,0,1,0,0,0,0,1,1487,3,0,1,32,NA,NA,NA,23273
61670,"H",5,3300,3,13,1000000,999480,60,2,1,2,1,1,3,2,2,NA,130,2,2,20,2,380,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,100000,4,220,5,1,108000,4,NA,NA,1,1,108000,0,4,4,4,1,1,1,7,0,2,0,0,0,3,0,1,0,0,0,0,1,273,NA,0,1,19,2,1,1,49419
61689,"H",5,1304,3,13,1000000,999480,73,3,1,1,NA,1,3,2,2,NA,260,2,2,40,3,360,NA,1,570,1,1,1,6,NA,NA,1,1,NA,1,2,1,1,NA,136000,1,30,4,7,4090,4,NA,NA,1,3,11490,0,4,4,4,1,1,1,6,0,2,0,1,0,91,4,1,0,0,0,0,1,873,3,0,1,17,1,15,14,79592
61781,"H",5,1103,3,13,1000000,999480,92,1,1,NA,NA,1,1,9,NA,NA,80,2,2,80,1,NA,NA,NA,NA,NA,NA,1,3,2,890,1,1,NA,1,1,3,1,NA,NA,1,480,7,NA,NA,NA,1090,33,1,4,40000,0,4,4,4,1,1,1,3,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,26457
61868,"H",5,500,3,13,1000000,999480,14,1,1,1,NA,1,3,2,2,NA,170,1,2,140,3,NA,NA,NA,NA,NA,NA,1,8,2,250,1,1,NA,1,1,3,1,NA,NA,1,420,3,NA,NA,NA,595,66,1,6,10900,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,51869
61992,"H",5,1204,3,13,1000000,999480,47,2,1,2,1,1,3,2,2,NA,140,2,2,150,3,450,NA,1,570,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,40700,1,40,4,7,57800,4,NA,NA,1,3,57800,0,4,4,4,1,1,1,5,0,2,0,0,0,18,0,1,0,0,0,0,1,863,3,0,1,8,2,13,13,52292
61999,"H",5,4300,3,13,1000000,999480,54,3,1,1,NA,1,3,2,2,NA,110,2,2,3,9,0,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,145000,2,480,7,1,72000,1,NA,NA,1,1,72000,0,1,1,1,1,1,1,3,1,3,0,0,1,4,0,1,0,1,0,0,1,233,NA,0,1,22,2,4,1,27136
62044,"H",5,2900,3,13,1000000,999480,59,2,1,1,NA,1,3,2,2,NA,170,2,2,2,1,0,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,160000,2,2,4,4,59000,4,NA,NA,1,1,59000,0,4,4,4,1,1,1,7,0,2,0,0,0,6,0,1,0,0,2,2,1,278,NA,0,1,25,0,9,9,68359
62050,"H",5,1800,3,13,1000000,999480,46,2,1,2,1,1,3,2,2,NA,130,2,2,160,3,450,NA,1,760,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,125000,4,360,7,1,98000,4,NA,NA,1,1,98000,0,4,4,4,1,1,1,5,0,2,0,0,0,13,0,1,0,0,0,0,1,1080,3,0,1,21,2,4,1,71669
62144,"H",5,1505,3,13,1000000,999480,13,2,1,1,NA,1,4,2,2,NA,160,2,2,300,3,1000,NA,2,2700,1,1,1,14,NA,NA,1,1,NA,1,1,1,1,NA,450000,4,480,7,1,536000,4,NA,NA,3,1,536000,0,4,4,4,1,1,1,3,0,2,0,0,0,7,0,1,0,0,0,0,1,3283,3,0,1,62,2,2,1,57697
62180,"H",5,400,3,13,1000000,999480,37,1,1,1,NA,1,3,2,2,NA,120,2,2,3,3,600,NA,1,600,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,140000,1,20,9,NA,NA,NA,NA,NA,1,6,23000,0,4,4,4,1,1,1,3,0,NA,0,0,0,38,0,1,0,0,1,1,1,722,3,0,1,27,NA,NA,NA,32605
62429,"H",5,1700,3,13,1000000,999480,98,2,1,2,1,1,3,2,2,NA,140,2,2,50,1,300,NA,2,600,2,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,250000,3,150,7,2,58900,4,NA,NA,1,1,58900,0,4,4,4,1,1,1,5,0,2,0,0,0,21,0,1,0,0,1,0,1,1036,3,0,1,37,1,6,3,53128
62462,"H",5,2100,3,13,1000000,999480,91,1,1,1,NA,1,2,2,2,290,150,2,2,90,1,500,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,298000,1,1,8,NA,NA,NA,NA,NA,1,6,300,0,4,4,4,1,1,1,3,0,NA,0,0,0,101,0,1,0,0,1,1,1,739,NA,0,1,32,NA,NA,NA,59843
62463,"H",5,2400,3,13,1000000,999480,72,4,1,1,NA,1,3,2,2,NA,120,2,2,60,2,NA,NA,NA,NA,NA,NA,1,6,2,950,1,1,NA,1,1,3,1,NA,NA,2,420,8,1,49500,2,1165,28,1,1,49500,0,2,2,2,1,1,1,2,2,4,0,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,2,4,1,39992
62476,"H",5,2800,3,13,1000000,999480,144,6,1,1,NA,1,3,2,2,NA,230,1,2,3,3,NA,NA,NA,NA,NA,NA,1,7,2,650,1,1,NA,1,1,3,1,NA,NA,0,60,4,8,0,3,885,NA,1,3,0,0,3,3,3,1,1,1,2,5,6,0,0,5,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,0,15,15,82243
62537,"H",5,1401,3,13,1000000,999480,53,1,1,NA,NA,1,1,8,NA,NA,50,2,2,40,3,NA,NA,NA,NA,NA,NA,1,3,2,530,1,1,NA,1,1,3,1,NA,NA,1,1,5,NA,NA,NA,620,16,1,4,47000,0,4,4,4,1,1,1,5,0,NA,0,0,0,NA,0,1,0,0,1,1,1,NA,NA,1,0,NA,NA,NA,NA,15555
62752,"H",5,3600,3,13,1000000,999480,39,2,1,1,NA,1,3,2,2,NA,140,2,100,3,8,530,NA,1,980,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,155000,4,400,5,3,140000,4,NA,NA,1,1,140000,0,4,4,4,1,1,1,6,0,2,0,0,0,10,0,1,0,0,1,1,1,1161,3,0,1,13,2,4,7,52531
62785,"H",5,1305,3,13,1000000,999480,125,2,1,1,NA,1,3,2,2,NA,140,2,2,160,1,800,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,300000,1,220,5,4,67400,4,NA,NA,1,1,67400,0,4,4,4,1,1,1,7,0,2,0,0,0,7,0,1,0,0,2,2,1,415,NA,0,1,9,0,9,9,49679
62895,"H",5,1600,3,13,1000000,999480,108,4,1,1,NA,1,3,2,2,NA,130,2,2,70,1,700,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,120000,3,400,5,6,17000,4,NA,NA,1,2,59500,0,4,4,4,1,1,1,2,0,2,0,1,0,8,2,1,0,0,0,0,1,374,NA,0,1,22,1,12,12,52528
62985,"H",5,1700,3,13,1000000,999480,68,6,1,1,NA,1,4,2,2,NA,210,2,2,3,3,NA,NA,NA,NA,NA,NA,1,9,2,850,1,1,NA,1,1,3,1,NA,NA,5,380,7,2,143400,1,1092,9,1,1,143400,1,1,4,1,1,1,2,1,0,6,0,0,1,NA,0,1,1,1,2,1,2,NA,NA,1,0,NA,3,7,3,103295
63222,"H",5,4000,3,13,1000000,999480,27,2,1,1,NA,1,3,2,2,NA,170,2,2,3,3,500,NA,1,600,1,1,1,9,NA,NA,1,1,200,1,1,1,1,NA,85000,3,600,5,3,40900,4,NA,NA,1,1,40900,0,4,4,4,1,1,1,6,0,2,0,0,0,30,0,1,0,0,0,0,1,1020,1,0,1,18,1,7,7,77067
63300,"H",5,500,3,13,1000000,999480,92,1,1,2,1,1,3,2,2,NA,140,2,2,70,1,600,NA,1,500,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,200000,2,480,4,NA,NA,NA,NA,NA,1,4,53000,0,4,4,4,1,1,1,6,0,NA,0,0,0,17,0,1,0,0,0,0,1,750,3,0,1,20,NA,NA,NA,58502
63360,"H",5,1101,3,13,1000000,999480,66,2,1,1,NA,1,3,2,2,NA,150,2,2,100,1,470,NA,2,1800,2,1,1,9,NA,NA,1,1,NA,1,1,1,1,NA,380000,2,480,8,3,210000,4,NA,NA,1,1,210000,0,4,4,4,1,1,1,4,0,2,0,0,0,14,0,1,0,0,0,0,1,2429,3,0,1,48,1,7,7,51723
63432,"H",5,2100,3,13,1000000,999480,114,2,1,2,1,1,3,2,2,NA,260,2,2,3,3,NA,NA,NA,NA,NA,NA,1,7,2,650,1,1,NA,1,1,3,1,NA,NA,3,1,6,NA,NA,NA,910,27,1,7,40000,0,4,4,4,1,1,1,1,0,NA,0,1,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,84829
63525,"H",5,1800,3,13,1000000,999480,105,2,1,1,NA,1,4,2,2,NA,120,2,2,2,3,760,NA,1,990,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,150000,2,60,8,5,62000,4,NA,NA,2,2,62000,0,4,4,4,1,1,1,4,0,2,0,0,0,22,0,1,0,0,1,1,1,1115,3,0,1,23,2,10,10,56994
63611,"H",5,800,3,13,1000000,999480,74,3,1,1,NA,1,4,2,2,NA,280,2,2,40,1,600,NA,1,1500,1,1,1,8,NA,NA,1,1,380,1,1,1,1,NA,275000,2,400,8,1,172000,1,NA,NA,1,1,172000,0,1,1,1,1,1,1,3,1,3,0,0,1,16,0,1,0,1,0,0,1,2233,1,0,1,32,2,1,1,144908
63670,"H",5,3100,3,13,1000000,999480,49,2,1,NA,NA,1,2,4,NA,NA,80,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,560,1,1,NA,1,1,3,1,NA,NA,1,300,7,4,29000,4,665,28,1,1,29000,0,4,4,4,1,1,1,5,0,2,0,0,0,NA,0,1,0,0,2,2,1,NA,NA,1,0,NA,0,9,9,25365
63900,"H",5,2400,3,13,1000000,999480,110,4,1,2,1,1,4,2,2,NA,300,2,2,80,3,1700,NA,2,2700,2,1,1,9,NA,NA,1,1,NA,1,1,1,1,NA,750000,3,2000,11,2,235000,2,NA,NA,1,1,235000,0,2,2,2,1,1,1,1,2,4,0,0,2,20,0,1,0,1,0,0,2,3856,3,0,1,63,2,2,3,86515
63909,"H",5,500,3,13,1000000,999480,54,4,1,3,1,1,3,2,2,NA,110,2,2,3,3,250,NA,NA,NA,NA,3,1,6,NA,NA,1,1,NA,1,1,2,1,NA,60000,1,2,7,2,9600,3,NA,NA,2,1,9600,0,3,3,3,1,1,1,3,2,4,0,0,2,19,0,1,0,1,0,0,1,148,NA,0,0,6,1,6,3,35662
63948,"H",5,1501,3,13,1000000,999480,64,1,1,1,NA,1,2,3,2,NA,100,2,2,50,1,610,NA,2,750,2,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,120000,1,240,7,NA,NA,NA,NA,NA,1,6,50010,0,4,4,4,1,1,1,4,0,NA,0,0,0,26,0,1,0,0,0,0,1,1088,3,0,1,26,NA,NA,NA,29295
64025,"H",5,1101,3,13,1000000,999480,63,1,1,1,NA,1,3,2,2,NA,80,2,590,100,1,500,NA,1,1400,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,196000,1,330,6,NA,NA,NA,NA,NA,1,6,51000,0,4,4,4,1,1,1,6,0,NA,0,0,0,39,0,1,0,0,1,0,1,1657,3,0,1,24,NA,NA,NA,34772
64096,"H",5,1800,3,13,1000000,999480,23,1,1,2,1,1,3,2,2,NA,290,2,2,30,1,800,NA,1,920,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,100000,2,720,7,NA,NA,NA,NA,NA,1,4,27000,0,4,4,4,1,1,1,5,0,NA,0,0,0,58,0,1,0,0,1,1,1,1300,3,0,1,20,NA,NA,NA,90490
64222,"H",5,1103,3,13,1000000,999480,84,1,1,NA,NA,1,1,9,NA,300,20,2,2,3,3,500,NA,2,900,1,1,1,3,NA,NA,1,1,NA,1,1,1,1,NA,170000,1,40,9,NA,NA,NA,NA,NA,3,4,50000,0,4,4,4,1,1,1,1,0,NA,0,0,0,30,0,1,0,0,0,0,2,1265,3,0,0,28,NA,NA,NA,4429
64237,"H",5,2000,3,13,1000000,999480,54,4,1,1,NA,1,3,1,2,NA,150,1,2,3,3,400,4800,1,460,2,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,25000,1,1200,7,5,11500,4,NA,NA,2,2,11500,0,3,4,4,1,2,1,1,0,2,0,1,0,101,0,1,0,1,0,0,2,1110,3,0,0,1,1,11,10,49382
64267,"H",5,1900,3,13,1000000,999480,89,4,1,1,NA,1,4,2,2,NA,110,2,2,110,1,950,NA,2,1500,2,1,1,8,NA,NA,1,1,280,1,1,1,1,NA,297000,3,420,7,2,134900,2,NA,NA,1,1,134900,0,2,2,2,1,1,1,2,2,4,0,0,2,20,0,1,0,1,0,0,1,2199,1,0,1,22,1,3,3,38013
64276,"H",5,1305,3,13,1000000,999480,88,2,1,2,1,1,4,2,2,NA,80,2,2,250,1,720,NA,1,1700,1,1,1,10,NA,NA,1,1,400,1,1,1,1,NA,290000,2,720,7,1,146600,4,NA,NA,1,1,146600,0,4,4,4,1,1,1,5,0,2,0,0,0,20,0,1,0,0,0,0,1,2490,2,0,1,34,2,4,4,31271
64526,"H",5,2700,3,13,1000000,999480,55,3,1,1,NA,1,2,2,2,NA,140,2,2,140,3,NA,NA,NA,NA,NA,NA,1,4,2,350,1,1,NA,1,1,3,1,NA,NA,2,350,1,4,20300,4,659,39,1,1,20300,0,4,4,4,1,1,1,3,0,3,0,0,0,NA,0,1,0,0,1,0,1,NA,NA,1,0,NA,0,9,9,54964
64551,"H",5,100,3,13,1000000,999480,96,2,1,1,NA,1,3,2,2,NA,70,2,2,3,3,890,NA,1,640,2,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,100000,1,110,9,1,45100,4,NA,NA,1,1,45100,0,4,4,4,1,1,1,3,0,2,0,0,0,20,0,1,0,0,1,0,1,752,3,0,1,9,2,2,2,21956
64582,"H",5,3600,3,13,1000000,999480,183,5,1,1,NA,1,3,2,2,NA,140,1,2,3,3,250,NA,1,1200,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,215000,4,360,8,1,127000,3,NA,NA,1,1,127000,1,3,4,3,1,1,2,3,0,5,0,0,2,13,0,1,1,1,2,0,2,1370,3,0,1,4,3,2,1,49818
64655,"H",5,2700,3,13,1000000,999480,169,2,1,2,1,1,3,2,2,NA,140,2,2,530,1,350,NA,1,390,2,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,48000,2,560,4,1,59000,4,NA,NA,1,1,59000,0,4,4,4,1,1,1,5,0,2,0,0,0,24,0,1,0,0,0,0,2,1168,3,0,1,16,2,2,4,51637
64675,"H",5,700,3,13,1000000,999480,63,6,1,1,NA,1,3,2,2,NA,120,2,2,230,3,NA,NA,NA,NA,NA,NA,1,7,2,1900,1,1,NA,1,1,3,1,NA,NA,2,2,7,5,40000,3,2250,68,1,2,40000,0,3,1,1,1,1,1,1,3,4,0,1,3,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,1,10,10,34318
64681,"H",5,3800,3,13,1000000,999480,241,4,1,2,1,1,3,2,2,NA,160,2,2,3,3,1700,NA,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,350000,2,2,7,2,38000,3,NA,NA,1,1,38000,0,1,1,1,1,1,1,4,2,4,0,0,2,13,0,1,0,1,0,0,2,402,NA,0,1,24,1,3,3,80445
64784,"H",5,1304,3,13,1000000,999480,93,1,1,1,NA,1,4,2,2,NA,190,2,2,40,1,1200,NA,2,230,2,1,1,9,NA,NA,1,1,NA,1,1,1,1,NA,230000,2,1200,5,NA,NA,NA,NA,NA,1,6,76000,0,4,4,4,1,1,1,7,0,NA,0,0,0,12,0,1,0,0,1,1,1,741,3,0,1,21,NA,NA,NA,58755
64818,"H",5,2000,3,13,1000000,999480,63,1,1,NA,NA,1,2,5,NA,NA,100,1,2,130,1,NA,NA,NA,NA,NA,NA,1,6,2,650,1,1,NA,1,1,3,1,NA,NA,0,20,6,NA,NA,NA,882,76,1,6,14000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,37181
64934,"H",5,1402,3,13,1000000,999480,66,1,1,NA,NA,1,2,8,NA,NA,130,2,2,3,3,NA,NA,NA,NA,NA,NA,1,3,2,760,1,1,NA,1,1,3,1,NA,NA,2,1,6,NA,NA,NA,890,41,1,4,26000,0,4,4,4,1,1,1,2,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,35420
64971,"H",5,1202,3,13,1000000,999480,119,1,1,NA,NA,1,1,9,NA,160,100,2,2,3,3,280,NA,2,1300,1,1,1,4,NA,NA,1,1,NA,1,1,1,1,NA,125000,1,20,8,NA,NA,NA,NA,NA,1,6,70000,0,4,4,4,1,1,1,3,0,NA,0,0,0,27,0,1,0,0,0,0,1,1585,3,0,0,35,NA,NA,NA,36198
65030,"H",5,1105,3,13,1000000,999480,33,1,1,NA,NA,1,1,9,NA,NA,60,1,2,2,3,NA,NA,NA,NA,NA,NA,1,4,2,720,1,1,NA,1,1,3,1,NA,NA,0,30,11,NA,NA,NA,783,101,1,6,9330,0,4,4,4,1,1,1,2,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,29930
65098,"H",5,1600,3,13,1000000,999480,119,6,1,2,1,1,3,2,2,NA,160,2,2,3,3,480,NA,2,780,2,2,1,7,NA,NA,1,1,NA,1,1,1,1,NA,107000,2,270,7,1,73900,2,NA,NA,1,1,73900,1,2,4,2,1,1,1,1,0,6,0,0,2,16,0,1,0,1,1,1,1,1016,3,0,1,5,2,1,2,58366
65114,"H",5,2200,3,13,1000000,999480,112,3,1,3,1,1,4,2,2,NA,150,2,2,3,3,500,NA,1,1700,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,150000,2,2,8,1,55000,2,NA,NA,1,1,55000,0,2,2,2,1,1,1,4,1,3,0,0,1,40,0,1,0,1,0,0,2,1850,3,0,0,32,2,4,1,41289
65123,"H",5,2200,3,13,1000000,999480,7,1,1,2,1,1,3,2,2,NA,170,2,1100,3,4,800,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,250000,0,700,2,NA,NA,NA,NA,NA,1,6,30200,0,4,4,4,1,1,1,7,0,NA,0,0,0,18,0,1,0,0,1,1,2,462,NA,0,1,20,NA,NA,NA,84969
65344,"H",5,1301,3,13,1000000,999480,99,1,1,NA,NA,1,2,5,NA,NA,140,2,2,60,1,600,NA,1,600,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,100000,1,600,6,NA,NA,NA,NA,NA,1,6,60100,0,4,4,4,1,1,1,5,0,NA,0,0,0,17,0,1,0,0,1,0,2,850,3,0,0,8,NA,NA,NA,42851
65377,"H",5,2800,3,13,1000000,999480,221,2,1,1,NA,1,4,2,2,NA,150,2,2,3,3,500,NA,1,1100,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,185000,1,2,9,7,63000,2,NA,NA,1,3,63000,0,2,2,2,1,1,1,3,1,2,0,0,1,24,0,1,0,1,0,0,2,1250,3,0,1,24,1,13,13,39832
65467,"H",5,1202,3,13,1000000,999480,199,3,1,1,NA,1,5,2,2,NA,180,2,2,3,3,450,NA,1,1200,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,180000,3,270,6,NA,NA,NA,NA,NA,1,5,140000,0,4,4,4,1,1,1,5,0,NA,0,1,0,12,1,1,0,0,0,0,2,1403,3,0,1,30,NA,NA,NA,73860
65532,"H",5,1600,3,13,1000000,999480,164,1,1,2,1,1,4,2,2,NA,100,2,2,230,1,300,NA,1,1800,1,1,1,6,NA,NA,1,1,800,1,1,1,1,NA,200000,3,410,7,NA,NA,NA,NA,NA,1,6,23800,0,4,4,4,1,1,1,4,0,NA,0,0,0,101,0,1,0,0,0,0,2,2964,2,0,1,23,NA,NA,NA,37682
65706,"H",5,1800,3,13,1000000,999480,69,1,1,1,NA,1,1,2,2,NA,140,2,2,3,3,0,NA,NA,NA,NA,3,1,4,NA,NA,2,1,NA,1,1,2,1,NA,120000,1,510,6,NA,NA,NA,NA,NA,1,6,5600,0,4,4,4,1,1,1,3,0,NA,0,0,0,66,0,2,0,0,1,0,1,308,NA,0,1,27,NA,NA,NA,52200
